"[-27 -24 -12 -11 -10  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4
   5   6   7   8  10  11  12  15]",[1 1 2 1 1 2 2 3 2 8 3 7 1 6 3 2 2 2 2 4 1 2 1 1 1 2]
"[-31 -28 -27 -16 -14 -13 -12 -10  -9  -8  -7  -6  -5  -4  -3  -2  -1   0
   1   2   3   4   5   6   7   9  12  13  16  18]",[1 1 1 1 1 1 2 2 2 1 1 3 5 2 5 1 3 3 2 2 2 2 3 5 4 2 2 1 1 1]
"[-19 -17 -15 -14 -13 -12 -10  -9  -8  -6  -5  -4  -3  -2  -1   0   1   2
   3   4   5   8  10  12  13  15]",[1 1 1 1 1 2 1 2 3 3 2 6 3 2 6 4 3 4 4 2 2 3 1 1 1 3]
"[-31 -20 -17 -15  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   5
   6   7   8   9  10  13]",[1 1 1 1 4 2 2 4 4 2 4 4 8 4 1 3 2 4 3 3 2 1 1 1]
"[-27 -22 -15 -12 -11 -10  -9  -7  -6  -5  -4  -3  -2  -1   0   1   2   4
   7   8  10  11  12  13]",[ 1  1  2  2  1  1  1  1  3  3 10  3  4  6  7  1  1  4  2  3  1  3  1  1]
"[-41 -17 -15 -13 -11 -10  -9  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2
   3   5   6   8   9  11  15]",[1 1 1 1 1 1 1 3 1 3 3 1 5 1 3 8 4 9 2 4 2 2 1 3 1]
"[-24 -22 -20 -18 -14 -13 -12 -10  -9  -8  -7  -6  -5  -4  -3  -2  -1   0
   1   2   3   4   5   6   7   8   9  11  14  19]","[ 1  1  1  1  1  1  1  1  2  1  2  2  4  3  1  2  4 10  3  3  3  3  1  3
  1  1  2  1  2  1]"
"[-27 -16 -14 -13 -11  -9  -8  -7  -5  -4  -3  -2  -1   0   1   2   3   4
   5   6   7   8   9  11  14  15]",[1 1 1 1 1 2 1 4 3 3 3 5 2 9 3 7 3 3 1 1 1 2 1 2 1 1]
"[-21 -20 -17 -16 -13 -11 -10  -9  -8  -7  -6  -4  -3  -2  -1   0   1   2
   3   4   5   6   7   8   9  16]","[ 1  1  1  1  1  1  1  1  1  3  2  5  4  2  4 11  2  3  3  4  3  3  2  1
  1  1]"
"[-27 -21 -20 -17 -14 -13 -11  -9  -8  -6  -5  -4  -3  -2  -1   0   1   2
   3   4   5   6   7   8  10  11  12]","[ 1  1  1  1  1  1  1  1  2  3  3  2  1  3  4 11  7  3  2  5  2  2  1  1
  1  1  1]"
"[-31 -14 -13 -12  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   5
   6   7   8   9  10  13]",[1 2 1 3 2 1 4 4 2 3 3 2 9 2 3 4 2 1 4 3 3 2 1 1]
"[-28 -12 -11  -9  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   5
   8   9  10  12]",[1 2 1 1 2 3 1 5 6 2 2 5 7 3 2 5 3 4 3 2 2 1]
"[-22 -18 -15 -12 -11 -10  -9  -7  -6  -5  -4  -3  -2  -1   0   1   2   3
   4   5   6   7   8  10  13  15]","[ 1  1  1  1  1  1  1  4  1  2  6  2  4  2 11  4  6  3  1  2  3  1  1  1
  1  1]"
"[-20 -13 -12 -11 -10  -9  -8  -7  -6  -4  -3  -2  -1   0   1   2   3   4
   5   6   8]",[1 1 1 1 1 3 2 2 1 3 2 6 4 7 4 5 7 3 4 4 1]
"[-15 -13 -11  -9  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   5   6
   7   8  10]",[ 1  1  1  2  2  1  1  4  3  6  5 16  5  3  2  4  1  1  2  1  1]
"[-13 -12 -10  -9  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   6   8
  11]",[ 1  1  1  1  1  3  3  4  5  7  4 13  5  2  4  2  2  3  1]
[-10  -8  -7  -6  -5  -4  -3  -2  -1   0   1   2   3   4   5   6  10],[ 2  3  3  1  3  3  2  7  7 12  5  5  3  2  2  2  1]
[-9 -8 -6 -5 -4 -3 -2 -1  0  1  2  3  4  5  6  7],[ 3  1  2  1  2 11  6  4 11  5  1  7  5  2  1  1]
[-17 -14  -8  -7  -5  -4  -3  -2  -1   0   1   2   3   4   5   7   9],[ 1  1  1  2  2  4  4  7  5 11  6  9  3  2  3  1  1]
[-13 -10  -5  -4  -3  -2  -1   0   1   2   3   4   5],[ 1  1  5  2  7  4  8 15  4  4  4  7  1]
